rank_test_score,std_test_score,param_log_reg__penalty,param_log_reg__max_iter,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
1,7.363491422489738e-06,l2,100,0.862980842590332,0.049944003659649655,0.029810762405395506,0.0012193408700055459,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,l2,500,0.8677286624908447,0.09813255994952173,0.028755807876586915,0.000673021681533507,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,,500,0.9026684284210205,0.1291875789109932,0.029085922241210937,0.0013650723769811546,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,,100,0.9039273262023926,0.11875116321491569,0.0332489013671875,0.004686868829786655,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,l2,5000,0.9108288288116455,0.03702002855419052,0.03179898262023926,0.0008424659349061795,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,l2,100000,0.9208076477050782,0.04716643871929483,0.03266277313232422,0.0006722256312262921,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,l2,50000,0.9384343147277832,0.08219048798095617,0.034004926681518555,0.0048541982937404925,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,l2,5000000,0.9480873584747315,0.07961983604298314,0.03324494361877441,0.0007750126997085599,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,l2,1000,0.9647016525268555,0.015005124837355133,0.03314638137817383,0.0016776437597387699,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,,5000,0.9701038837432862,0.14273630568813953,0.032582569122314456,0.0020025231143555116,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,,5000000,0.9736027717590332,0.14803749363588062,0.03213276863098145,0.0014900878186399431,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,,10000,0.9825610637664794,0.13594043669913924,0.032543611526489255,0.0007561536464685098,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,l2,1000000,0.9837493896484375,0.12627161169291418,0.03367495536804199,0.0026407493842903734,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,,500000,0.9877473831176757,0.1417975440439147,0.0326418399810791,0.0011292848998255174,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,,100000,1.0124812126159668,0.13096854176724573,0.03559741973876953,0.0047004667007182295,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,l2,500000,1.0348093509674072,0.0806972259968639,0.036815452575683597,0.001982214529408973,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,,50000,1.102354145050049,0.11406838125050454,0.03750081062316894,0.0025422983109009097,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,l2,10000,1.1135121822357177,0.11819869402212672,0.03931660652160644,0.003752122435204082,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,,1000000,1.126483106613159,0.061243021165661674,0.03769760131835938,0.0034058026059022462,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
1,7.363491422489738e-06,,1000,1.1651491165161132,0.2663457701540842,0.037381744384765624,0.0033616298661041815,0.6711473752113953,0.6711299405477972,0.6711299405477972,0.6711299405477972,0.6711416416765464
